Artist,Lyrics
nirvana,"I won't care how I feel, and I'll get to fuck Brooke Shields"
bruno-mars,Yeah your heart takes me to paradise
lady-gaga,"I'm gonna dance, dance, dance"
blink-182,Some girls try too hard I wanna have the same last dream again
michael-jackson,It's Getting Better All The Time
britney-spears,Keep it moving higher and higher
blink-182,And I'll teach myself to live
bruno-mars,That Girl That Girl Everytime I Came Around
bruno-mars,Don't feel like picking up my phone
lady-gaga,You're just a pig inside Swine
radiohead,Finally I'm free of all the weight I've been carrying
nirvana,"As a trend, as a friend"
nirvana,I only have to do it
adele,So long to let my doubts go
adele,I'll put my hands up
adele,So come on and give me the chance
lady-gaga,Been a long time but I'm back in town
adele,The sweetest devotion I've known I'll forever be whatever you want me to be
britney-spears,"All my people in the crowd, let me see you dance"
nirvana,"Afraid, afraid of a ghost Even if you have"
lin-manuel-miranda,I am not throwing away my shot
radiohead,"This machine will, will not communicate"
lin-manuel-miranda,"And whether or not you want it, guys"
bruno-mars,Better make sure to lock her door
britney-spears,(You want a piece of me)
lady-gaga,This ferris wheel`s got me crazy
nirvana,You know you're right I'm so warm and calm inside
michael-jackson,"Mind is like a compass, I'm stoppin' at nothin'"
blink-182,I need a girl that I can train Need a girl that I can train
nirvana,"'Cause I've found god Yeah, yeah,"
blink-182,"Not that I'm poor, just to fine"
nirvana,And she flew away howling on the yellow moon Where do bad folks go when they die?
lin-manuel-miranda,"Two years later, see Alex and his mother bed-ridden"
michael-jackson,How many victims must there be
blink-182,(I'll take the last train home) (The last train home)
lin-manuel-miranda,"If they apologize, no need for further action Number two If they don't, grab a friend, that's your second Your lieutenant when there's reckoning to be reckoned Number three"
rihanna,It's too close for comfort It's a thief in the night
blink-182,My little windmill Please take me by the hand
lady-gaga,I'm old school and you're so new
bruno-mars,Before I put my spell on you
radiohead,"I lost myself, I lost myself"
britney-spears,"I won't deny it, I'm not trying to hide it (baby) Get it get it, get it get it (oh)"
michael-jackson,You And Me In Spain
britney-spears,"You're a liar, a liar Oh, oh, yeah"
rihanna,Why do you make it hard to love you
britney-spears,That I'm not wastin' my feelings on you Lovin' you means so much more
rihanna,"Yeah, I said it, babe"
adele,Our love ain't water under the bridge
britney-spears,I'll get it all figured out
lin-manuel-miranda,The world has no right to my heart
britney-spears,Don't you know that you're toxic? Intoxicate me now
bruno-mars,Let it fill you up Dim all the light sweet honey
britney-spears,"But lets just keep it real, Im the hottest misfit If you want it, come and get it"
lady-gaga,"We'd take the F or the bus,"
radiohead,That there's a way out
lin-manuel-miranda,Stand with our brothers as they fight against tyranny
britney-spears,It turned into an art
nirvana,Find my nest of salt
lady-gaga,(It's the feel of ecstasy) Maybe I should have a little more just to stay out of my mind
adele,(You're gonna wish you never had met me)
nirvana,"It amazes me, the will of instinct It isn't me"
nirvana,"But his body never was found My girl, my girl, don't lie to me"
michael-jackson,"Now she get no second chance, she just ridiculed and harassed"
radiohead,To hide all the dirt and pain
lin-manuel-miranda,Between the sinners and the saints
radiohead,Futures tricked by the past
lady-gaga,Hold your head up and be strong
nirvana,"Hello, hello, hello, how low"
blink-182,She brings me mexican food from sombrero just because And my girlfriend likes ul and dhc
nirvana,I feel stupid and contagious
lin-manuel-miranda,"I have been looking for you I'm getting nervous Sir, I heard your name at Princeton"
lin-manuel-miranda,I'm laughin' in the face of casualties and sorrow
blink-182,It's not a change of taste
nirvana,We could have all three
lin-manuel-miranda,"Tryin' to reach my goal my power of speech, unimpeachable"
britney-spears,Don't you know that you're toxic?
adele,"Oy, I'm tired Who wants to be right as rain"
radiohead,There'll be no more lies
britney-spears,Would you hold it against me?
radiohead,"That we all can love, that we all can love, that we all can"
bruno-mars,"Well try and try and try again, keep on trying and soon in end."
britney-spears,"I despise Eff me over, your exposure"
adele,Go to the ends of the Earth for you
adele,If I'm wrong I am right
nirvana,No I don't have a gun
radiohead,I call up my friend the good angel
rihanna,"Bitch better have my money! 1, 2 We're taking shots in here, you want one? Yeah yeah yeah"
adele,"If it hadn't been, if it hadn't been for love"
lady-gaga,You always thought it was me.
michael-jackson,My life has taken me beyond the planets and the stars
adele,The last time Let it burn
bruno-mars,"voices in my head it's gonna be ok, it's gonna be ok, it's gonna be ok"
blink-182,All day it is there to remind an over sensitive guy
blink-182,"I burned the bridge, so I won't find my way home (find my way home) Lay with me, I can't sleep"
lin-manuel-miranda,Wait for it I am inimitable
rihanna,As your shadow crosses mine
radiohead,You are not to blame for
michael-jackson,And Susie ain't your friend
michael-jackson,Kick in the back baby
radiohead,"It was just a laugh, it was just a laugh"
britney-spears,"Is too much, gasoline When the music goes up"
rihanna,"Now I'm, in this condition"
lady-gaga,'Cause when he's lookin' she falls apart
britney-spears,"Yeah, you make me ooh Confidence is a must"
nirvana,My whole expanse I cannot see
lady-gaga,"To know what it does, I'm strong enough to know the truth"
lin-manuel-miranda,"We roll like Moses, claimin' our promised land"
lady-gaga,I'm old school and you're so new
nirvana,They're coming from all sides of the country
lady-gaga,"Ooh, there ain't no other way, baby, I was born this way"
lady-gaga,Sometimes I felt so def in a jam
rihanna,I'm in love with you
radiohead,Pull me out of the aircrash
nirvana,Ain't it a shame She had a moist vagina
britney-spears,If you don't like the company
bruno-mars,"While you sit there and cry for me, cry for me, cry for me all night"
lady-gaga,"We could, we could, belong together (artpop)"
lady-gaga,He's thirsty when he drinks
britney-spears,And yep I notice you
lin-manuel-miranda,"Hey yo, I'm just like my country"
britney-spears,"Just fly, away (ay, ay)"
nirvana,They don't go to heaven where the angels fly
lin-manuel-miranda,"When you're living on your knees, you rise up"
lady-gaga,Uh uh uh uh uh uh If you want me
bruno-mars,I'm madly in love with you
michael-jackson,Faith is found in the winds
radiohead,I'd show them the stars and the meaning of life
britney-spears,"I know we're gonna get, know we're gonna get get Bombastic Love"
rihanna,But you insist on repeatedly trying
radiohead,Let down and hanging around
britney-spears,Cause I believe in taking chances
nirvana,They kind with seashells driftwood and burlap
michael-jackson,Cause They Got No Place
radiohead,"And in your life, there comes the darkness"
lady-gaga,I'm kinda busy Just a second
bruno-mars,"His love is all she knows, all she knows, all she knows All she knows is the pain"
nirvana,"One more on the phone, my heart"
lin-manuel-miranda,As you can see I kept a record of every check in my checkered history
radiohead,Who just wants to share your light
adele,Only wanted for you to save me [Chorus]
lin-manuel-miranda,"Time to get some pistols and a doctor on site You pay him in advance, you treat him with civility You have him turn around so he can have deniability Five Duel before the sun is in the sky Pick a place to die where it's high and dry"
nirvana,But he don't know what it means
blink-182,Oh oh oh oh oh oh oh oh (Oh oh oh oh) I think I met her at the minute that the rhythm was set down
lady-gaga,It sure as hell don't rhyme
lady-gaga,Man cure! I'm gon' be manicured
britney-spears,But you warm up to me
lin-manuel-miranda,"Rise up, it's time to take a shot"
adele,"Help, help oh oh. Chorus:"
bruno-mars,Ooh! You bring me to my knees
nirvana,"Lay down easy, lay it down seamy, sad man You don't want to hear this"
lady-gaga,Just to keep them talking
britney-spears,The touch of my hand Do you feel this
lady-gaga,(She's got me like nobody)
lin-manuel-miranda,"Insane, your family brings out a different side of me"
rihanna,You can stand under my umbrella
rihanna,"I'm so happy, you came in my life 'Cause you know how to give me that"
blink-182,This place is void of all passion
lin-manuel-miranda,"Pardon me, are you Aaron Burr, sir? That depends, who's asking? Oh, sure, sir"
michael-jackson,that girl I can't take her
bruno-mars,One drag for my sorrow.
lady-gaga,"It was a perfect illusion (perfect illusion) (Where are you, 'cause I can't see you)"
adele,"Take whatever is left, and take it with you out the door"
radiohead,In your arms (don't hurt me)
adele,"It's in my blood and I stain every heart that I use to heal the pain But it's in my roots, it's in my veins"
britney-spears,"I must confess, that my loneliness is killing me now"
adele,Put a kiss on top of your head
bruno-mars,"If you're on one like me in mind Yeah, we got it goin' on, got it goin' on"
bruno-mars,Me estás volviendo loco! Estribillo:
blink-182,We would stay up all through the night
adele,I've known it from the moment that we met
britney-spears,And every time I see
britney-spears,Look hot in a bikini? You better work bitch
bruno-mars,pero estamos atrapados en esto.
adele,It was just like a song
lady-gaga,'Cause you're giving me a million reasons
lady-gaga,"Don't be a drag, just be a queen"
bruno-mars,So I ain't got a thing to lose.
lady-gaga,(She's got me like nobody)
radiohead,"I can feel death, can see its beady eyes"
nirvana,If she ever comes down now
lady-gaga,I don't wanna be alone forever
radiohead,You do it to yourself
bruno-mars,"Boy meets girl, makes her his wife"
michael-jackson,It Ain't Too Much For Me To
michael-jackson,Come On Be My Girl-I Wanna
lady-gaga,The girl under you (guy) I'm gonna say the word
lady-gaga,Forgive him before he's dead because I won't cry for you
lin-manuel-miranda,"I'm with you, but the situation is fraught"
radiohead,And sailed on shooting stars
nirvana,Forever in debt to your priceless advice
bruno-mars,'Cause you sure look good to me
nirvana,"Something in the way, yeah"
adele,This is not rooted with you it don't mean that much to me
bruno-mars,"Never wanna put my heart on the line, uh!"
radiohead,"Go up to the mic,"
rihanna,As we moonshine and molly
bruno-mars,Buy all of the things I never had
britney-spears,"Get it get it, get it get it (oh)"
adele,"Oh I, I miss my baby"
nirvana,Starved without your skeleton key What is wrong with me?
